,state,model,benchmark,min,mean,max
272,GA,TriangleEdgeDeletionModel,RadiusBenchmark,22.0,22.0,22.0
273,GA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10769812508773907,-0.10769812508773907,-0.10769812508773907
274,GA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.574403250380904,5.574403250380904,5.574403250380904
275,GA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35560225638756776,0.35560225638756776,0.35560225638756776
276,GA,TriangleEdgeDeletionModel,DiameterBenchmark,31.0,31.0,31.0
277,GA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
278,GA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
279,GA,TriangleEdgeDeletionModel,RadiusBenchmark,22.0,22.0,22.0
280,HI,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12371822378475764,-0.12371822378475764,-0.12371822378475764
281,HI,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.863247863247863,5.863247863247863,5.863247863247863
282,HI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3839955022488756,0.3839955022488756,0.3839955022488756
283,HI,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
284,HI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
285,HI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
286,HI,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
287,HI,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12371822378475764,-0.12371822378475764,-0.12371822378475764
288,HI,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.863247863247863,5.863247863247863,5.863247863247863
289,HI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3839955022488756,0.3839955022488756,0.3839955022488756
290,HI,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
291,HI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
292,HI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
293,HI,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
294,HI,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11843624420265833,-0.11843624420265833,-0.11843624420265833
295,HI,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.481481481481482,5.481481481481482,5.481481481481482
296,HI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3582281189813824,0.3582281189813824,0.3582281189813824
297,HI,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
298,HI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
299,HI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
300,HI,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
301,HI,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13181489448249817,-0.13181489448249817,-0.13181489448249817
302,HI,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.481481481481482,5.481481481481482,5.481481481481482
303,HI,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3599225972909052,0.3599225972909052,0.3599225972909052
304,HI,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
305,HI,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
306,HI,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
307,HI,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
308,ID,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11293835264815187,-0.11293835264815187,-0.11293835264815187
309,ID,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.845637583892618,5.845637583892618,5.845637583892618
310,ID,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3871183418765322,0.3871183418765322,0.3871183418765322
311,ID,TriangleEdgeDeletionModel,DiameterBenchmark,14.0,14.0,14.0
312,ID,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
313,ID,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
314,ID,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
315,ID,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11293835264815187,-0.11293835264815187,-0.11293835264815187
316,ID,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.845637583892618,5.845637583892618,5.845637583892618
317,ID,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3871183418765322,0.3871183418765322,0.3871183418765322
318,ID,TriangleEdgeDeletionModel,DiameterBenchmark,14.0,14.0,14.0
319,ID,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
320,ID,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
321,ID,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
322,ID,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.06626465447867538,-0.06626465447867538,-0.06626465447867538
323,ID,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.4630872483221475,5.4630872483221475,5.4630872483221475
324,ID,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3619364754098361,0.3619364754098361,0.3619364754098361
325,ID,TriangleEdgeDeletionModel,DiameterBenchmark,14.0,14.0,14.0
326,ID,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
327,ID,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
328,ID,TriangleEdgeDeletionModel,RadiusBenchmark,9.0,9.0,9.0
329,ID,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.0819455023681905,-0.0819455023681905,-0.0819455023681905
330,ID,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.4630872483221475,5.4630872483221475,5.4630872483221475
331,ID,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3626877067956223,0.3626877067956223,0.3626877067956223
332,ID,TriangleEdgeDeletionModel,DiameterBenchmark,14.0,14.0,14.0
333,ID,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
334,ID,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
335,ID,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
336,IL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11497831552012228,-0.11497831552012228,-0.11497831552012228
337,IL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.977585654819084,5.977585654819084,5.977585654819084
338,IL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3796637634190804,0.3796637634190804,0.3796637634190804
339,IL,TriangleEdgeDeletionModel,DiameterBenchmark,34.0,34.0,34.0
340,IL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
341,IL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
342,IL,TriangleEdgeDeletionModel,RadiusBenchmark,26.0,26.0,26.0
343,IL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11497831552012228,-0.11497831552012228,-0.11497831552012228
344,IL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.977585654819084,5.977585654819084,5.977585654819084
345,IL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3796637634190804,0.3796637634190804,0.3796637634190804
346,IL,TriangleEdgeDeletionModel,DiameterBenchmark,34.0,34.0,34.0
347,IL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
348,IL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
349,IL,TriangleEdgeDeletionModel,RadiusBenchmark,26.0,26.0,26.0
350,IL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.09341783531159048,-0.09341783531159048,-0.09341783531159048
351,IL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.588856868395773,5.588856868395773,5.588856868395773
352,IL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3555318111077559,0.3555318111077559,0.3555318111077559
353,IL,TriangleEdgeDeletionModel,DiameterBenchmark,35.0,35.0,35.0
354,IL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
355,IL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
356,IL,TriangleEdgeDeletionModel,RadiusBenchmark,27.0,27.0,27.0
357,IL,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.08658710600827746,-0.08658710600827746,-0.08658710600827746
358,IL,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.588856868395773,5.588856868395773,5.588856868395773
359,IL,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3539763505680501,0.3539763505680501,0.3539763505680501
360,IL,TriangleEdgeDeletionModel,DiameterBenchmark,34.0,34.0,34.0
361,IL,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
362,IL,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
363,IL,TriangleEdgeDeletionModel,RadiusBenchmark,27.0,27.0,27.0
364,IN,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12914737992273373,-0.12914737992273373,-0.12914737992273373
365,IN,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.962938451356718,5.962938451356718,5.962938451356718
366,IN,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.379463537300922,0.379463537300922,0.379463537300922
367,IN,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
368,IN,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
369,IN,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
370,IN,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
371,IN,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12914737992273373,-0.12914737992273373,-0.12914737992273373
372,IN,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.962938451356718,5.962938451356718,5.962938451356718
373,IN,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.379463537300922,0.379463537300922,0.379463537300922
374,IN,TriangleEdgeDeletionModel,DiameterBenchmark,25.0,25.0,25.0
375,IN,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
376,IN,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
377,IN,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
378,IN,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11770882857429789,-0.11770882857429789,-0.11770882857429789
379,IN,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.57511581733951,5.57511581733951,5.57511581733951
380,IN,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35384689178818113,0.35384689178818113,0.35384689178818113
381,IN,TriangleEdgeDeletionModel,DiameterBenchmark,27.0,27.0,27.0
382,IN,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
383,IN,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
384,IN,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
385,IN,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10013619609024846,-0.10013619609024846,-0.10013619609024846
386,IN,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.57511581733951,5.57511581733951,5.57511581733951
387,IN,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3555470323137405,0.3555470323137405,0.3555470323137405
388,IN,TriangleEdgeDeletionModel,DiameterBenchmark,26.0,26.0,26.0
389,IN,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
390,IN,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
391,IN,TriangleEdgeDeletionModel,RadiusBenchmark,20.0,20.0,20.0
392,IA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13677162903202764,-0.13677162903202764,-0.13677162903202764
393,IA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.936969696969697,5.936969696969697,5.936969696969697
394,IA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3807118433322972,0.3807118433322972,0.3807118433322972
395,IA,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
396,IA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
397,IA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
398,IA,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
399,IA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.13677162903202764,-0.13677162903202764,-0.13677162903202764
400,IA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.936969696969697,5.936969696969697,5.936969696969697
401,IA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3807118433322972,0.3807118433322972,0.3807118433322972
402,IA,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
403,IA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
404,IA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
405,IA,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
406,IA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12840537065636484,-0.12840537065636484,-0.12840537065636484
407,IA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.549090909090909,5.549090909090909,5.549090909090909
408,IA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35507375155500265,0.35507375155500265,0.35507375155500265
409,IA,TriangleEdgeDeletionModel,DiameterBenchmark,21.0,21.0,21.0
410,IA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
411,IA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
412,IA,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
413,IA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11736862147649581,-0.11736862147649581,-0.11736862147649581
414,IA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.549090909090909,5.549090909090909,5.549090909090909
415,IA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35446531920576974,0.35446531920576974,0.35446531920576974
416,IA,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
417,IA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,12.0,12.0,12.0
418,IA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
419,IA,TriangleEdgeDeletionModel,RadiusBenchmark,16.0,16.0,16.0
420,KS,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.14578527688790188,-0.14578527688790188,-0.14578527688790188
421,KS,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.935064935064935,5.935064935064935,5.935064935064935
422,KS,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3816316316316316,0.3816316316316316,0.3816316316316316
423,KS,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
424,KS,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
425,KS,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
426,KS,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
427,KS,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.14578527688790188,-0.14578527688790188,-0.14578527688790188
428,KS,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.935064935064935,5.935064935064935,5.935064935064935
429,KS,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3816316316316316,0.3816316316316316,0.3816316316316316
430,KS,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
431,KS,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
432,KS,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
433,KS,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
434,KS,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11468194453167208,-0.11468194453167208,-0.11468194453167208
435,KS,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.548051948051948,5.548051948051948,5.548051948051948
436,KS,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3581151832460733,0.3581151832460733,0.3581151832460733
437,KS,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
438,KS,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
439,KS,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
440,KS,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
441,KS,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11015428768965262,-0.11015428768965262,-0.11015428768965262
442,KS,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.548051948051948,5.548051948051948,5.548051948051948
443,KS,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35805064500716677,0.35805064500716677,0.35805064500716677
444,KS,TriangleEdgeDeletionModel,DiameterBenchmark,20.0,20.0,20.0
445,KS,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,13.0,13.0,13.0
446,KS,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
447,KS,TriangleEdgeDeletionModel,RadiusBenchmark,15.0,15.0,15.0
448,KY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12260492462571194,-0.12260492462571194,-0.12260492462571194
449,KY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.955156950672646,5.955156950672646,5.955156950672646
450,KY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3800525234071706,0.3800525234071706,0.3800525234071706
451,KY,TriangleEdgeDeletionModel,DiameterBenchmark,22.0,22.0,22.0
452,KY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
453,KY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
454,KY,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
455,KY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12260492462571194,-0.12260492462571194,-0.12260492462571194
456,KY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.955156950672646,5.955156950672646,5.955156950672646
457,KY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3800525234071706,0.3800525234071706,0.3800525234071706
458,KY,TriangleEdgeDeletionModel,DiameterBenchmark,22.0,22.0,22.0
459,KY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
460,KY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
461,KY,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
462,KY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11109573286671617,-0.11109573286671617,-0.11109573286671617
463,KY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.567713004484305,5.567713004484305,5.567713004484305
464,KY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3555424528301887,0.3555424528301887,0.3555424528301887
465,KY,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
466,KY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
467,KY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
468,KY,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
469,KY,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11382178440017302,-0.11382178440017302,-0.11382178440017302
470,KY,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.567713004484305,5.567713004484305,5.567713004484305
471,KY,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35619122257053293,0.35619122257053293,0.35619122257053293
472,KY,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
473,KY,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
474,KY,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
475,KY,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
476,LA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.1264949920579617,-0.1264949920579617,-0.1264949920579617
477,LA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.956445993031359,5.956445993031359,5.956445993031359
478,LA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38049267643142476,0.38049267643142476,0.38049267643142476
479,LA,TriangleEdgeDeletionModel,DiameterBenchmark,22.0,22.0,22.0
480,LA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
481,LA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
482,LA,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
483,LA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.1264949920579617,-0.1264949920579617,-0.1264949920579617
484,LA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.956445993031359,5.956445993031359,5.956445993031359
485,LA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38049267643142476,0.38049267643142476,0.38049267643142476
486,LA,TriangleEdgeDeletionModel,DiameterBenchmark,22.0,22.0,22.0
487,LA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
488,LA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
489,LA,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
490,LA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11329602336656908,-0.11329602336656908,-0.11329602336656908
491,LA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.56794425087108,5.56794425087108,5.56794425087108
492,LA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3565807843634979,0.3565807843634979,0.3565807843634979
493,LA,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
494,LA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
495,LA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
496,LA,TriangleEdgeDeletionModel,RadiusBenchmark,17.0,17.0,17.0
497,LA,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.10346927383751256,-0.10346927383751256,-0.10346927383751256
498,LA,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.56794425087108,5.56794425087108,5.56794425087108
499,LA,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35693889206167906,0.35693889206167906,0.35693889206167906
500,LA,TriangleEdgeDeletionModel,DiameterBenchmark,23.0,23.0,23.0
501,LA,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
502,LA,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,1.0,1.0,1.0
503,LA,TriangleEdgeDeletionModel,RadiusBenchmark,18.0,18.0,18.0
504,ME,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12108741676786484,-0.12108741676786484,-0.12108741676786484
505,ME,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.865921787709497,5.865921787709497,5.865921787709497
506,ME,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38460121569349787,0.38460121569349787,0.38460121569349787
507,ME,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
508,ME,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
509,ME,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
510,ME,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
511,ME,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.12108741676786484,-0.12108741676786484,-0.12108741676786484
512,ME,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.865921787709497,5.865921787709497,5.865921787709497
513,ME,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.38460121569349787,0.38460121569349787,0.38460121569349787
514,ME,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
515,ME,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
516,ME,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
517,ME,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
518,ME,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.06566210096894988,-0.06566210096894988,-0.06566210096894988
519,ME,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.4804469273743015,5.4804469273743015,5.4804469273743015
520,ME,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35401766933108963,0.35401766933108963,0.35401766933108963
521,ME,TriangleEdgeDeletionModel,DiameterBenchmark,15.0,15.0,15.0
522,ME,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
523,ME,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
524,ME,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
525,ME,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11864524112388776,-0.11864524112388776,-0.11864524112388776
526,ME,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.4804469273743015,5.4804469273743015,5.4804469273743015
527,ME,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.35786163522012576,0.35786163522012576,0.35786163522012576
528,ME,TriangleEdgeDeletionModel,DiameterBenchmark,16.0,16.0,16.0
529,ME,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,10.0,10.0,10.0
530,ME,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
531,ME,TriangleEdgeDeletionModel,RadiusBenchmark,10.0,10.0,10.0
532,MD,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11507614652151668,-0.11507614652151668,-0.11507614652151668
533,MD,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.9630156472261735,5.9630156472261735,5.9630156472261735
534,MD,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3807264841420439,0.3807264841420439,0.3807264841420439
535,MD,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
536,MD,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
537,MD,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
538,MD,TriangleEdgeDeletionModel,RadiusBenchmark,19.0,19.0,19.0
539,MD,TriangleEdgeDeletionModel,AssortativityBenchmark,-0.11507614652151668,-0.11507614652151668,-0.11507614652151668
540,MD,TriangleEdgeDeletionModel,AverageDegreeBenchmark,5.9630156472261735,5.9630156472261735,5.9630156472261735
541,MD,TriangleEdgeDeletionModel,ClusteringCoefficientBenchmark,0.3807264841420439,0.3807264841420439,0.3807264841420439
542,MD,TriangleEdgeDeletionModel,DiameterBenchmark,24.0,24.0,24.0
543,MD,TriangleEdgeDeletionModel,MaximumDegreeBenchmark,11.0,11.0,11.0
544,MD,TriangleEdgeDeletionModel,NumberOfLeavesBenchmark,0.0,0.0,0.0
